0, 0, 0
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
0.0948486, -0.0703125, 0.62561
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.0471191, -0.131592, 0.581787
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.107056, -0.200195, 0.60498
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.122314, -0.24939, 0.693359
-0.0905762, -0.318237, 0.81543
-0.0905762, -0.318237, 0.81543
-0.0905762, -0.318237, 0.81543
-0.0905762, -0.318237, 0.81543
-0.0905762, -0.318237, 0.81543
-0.0905762, -0.318237, 0.81543
0.0541992, -0.38501, 0.931519
0.0541992, -0.38501, 0.931519
0.0541992, -0.38501, 0.931519
0.0541992, -0.38501, 0.931519
0.0541992, -0.38501, 0.931519
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.233398, -0.511108, 0.937378
0.391235, -0.661255, 0.781982
0.391235, -0.661255, 0.781982
0.391235, -0.661255, 0.781982
0.391235, -0.661255, 0.781982
0.391235, -0.661255, 0.781982
0.391235, -0.661255, 0.781982
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.458984, -0.656494, 0.705566
0.50061, -0.584595, 0.727783
0.50061, -0.584595, 0.727783
0.50061, -0.584595, 0.727783
0.50061, -0.584595, 0.727783
0.50061, -0.584595, 0.727783
