-0.0770264, -0.132812, 0.667114
-0.0770264, -0.132812, 0.667114
-0.0770264, -0.132812, 0.667114
-0.0758057, -0.119995, 0.674927
-0.0758057, -0.119995, 0.674927
-0.0758057, -0.119995, 0.674927
-0.0758057, -0.119995, 0.674927
-0.0640869, -0.112549, 0.683594
-0.0640869, -0.112549, 0.683594
-0.0640869, -0.112549, 0.683594
-0.0640869, -0.112549, 0.683594
-0.0506592, -0.108521, 0.694214
-0.0506592, -0.108521, 0.694214
-0.0506592, -0.108521, 0.694214
-0.0506592, -0.108521, 0.694214
-0.0506592, -0.098999, 0.704346
-0.0394287, -0.098999, 0.704346
-0.0394287, -0.098999, 0.704346
-0.0394287, -0.098999, 0.704346
-0.0394287, -0.098999, 0.704346
-0.0223389, -0.107422, 0.716064
-0.0223389, -0.107422, 0.716064
-0.0223389, -0.107422, 0.716064
-0.0223389, -0.107422, 0.716064
-0.0223389, -0.107422, 0.716064
0.0755615, -0.0787354, 0.748291
0.0755615, -0.0787354, 0.748291
0.0755615, -0.0787354, 0.748291
0.0755615, -0.0787354, 0.748291
0.0755615, -0.0787354, 0.748291
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.315674, -0.0861816, 0.710693
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.512329, -0.274048, 0.434204
0.307495, -0.497925, 0.235107
0.307495, -0.497925, 0.235107
0.307495, -0.497925, 0.235107
0.307495, -0.497925, 0.235107
0.307495, -0.497925, 0.235107
0.307495, -0.497925, 0.235107
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.174194, -0.593384, 0.258179
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.483032, -0.643311, 0.505859
0.440796, -0.391846, 0.859131
0.440796, -0.391846, 0.859131
0.440796, -0.391846, 0.859131
